,title_y,startYear,director,cast,overview,genres_x,runtimeMinutes,averageRating,numVotes,poster_path,original_language,average_popularity_cast,average_popularity_director,popularity,key
2144,Legend,1985,['Ridley Scott'],"['Tom Cruise', 'Tim Curry', 'David Bennent', 'Billy Barty', 'Cork Hubbert', ""Peter O'Farrell"", 'Kiran Shah', 'Mia Sara', 'Alice Playten', 'Annabelle Lanyon']","Lili, jeune et jolie princesse, est convoitée à la fois par Jack, jeune homme proche de la nature, et par Darkness, véritable incarnation du mal, qui ne rêve que de plonger le monde dans une nuit éternelle en tuant les deux licornes protectrices. Avec l’aide du lutin Gump et de ses acolytes Screwball et Tom Brown, Jack se lance dans une quête désespérée pour mettre fin aux agissements du démon et empêcher la transformation de Lili en créature perverse.","['Adventure', 'Fantasy']",94,6.3,74540,https://image.tmdb.org/t/p/original/8V3OAFYoTV4UpBtIcksGyVUvwv8.jpg,en,16.9785,41.923,19.836,https://www.youtube.com/watch?v=als5pGB3Tfg
2145,Mad Max :  Au-delà du dôme du tonnerre,1985,"['George Miller', 'George Ogilvie']","['Mel Gibson', 'Bruce Spence', 'Adam Cockburn', 'Frank Thring', 'Angelo Rossitto', 'Paul Larsson', 'Angry Anderson', 'Robert Grubb', 'George Spartels', 'Tina Turner']","Max, de retour, s'est fait dépouiller de son maigre bien. Suivant le voleur, il arrive à la Ville du Troc, où règne Entity. Celle-ci l'engage pour qu'il la débarrasse de Master et Blaster, rois du Monde souterrain. N'ayant voulu tuer Blaster, Max est abandonné en plein désert, d'où il ressurgit à la tête d'une troupe d'enfants pour faire exploser la Ville du Troc.","['Action', 'Adventure', 'Science Fiction']",107,6.2,155904,https://image.tmdb.org/t/p/original/fHo2AJ9brsXKWbYJ2LA087UDBwZ.jpg,en,8.6949,10.643,29.769,https://www.youtube.com/watch?v=-vl2G1rYk2A
2146,Breakfast Club,1985,['John Hughes'],"['Emilio Estevez', 'Judd Nelson', 'Paul Gleason', 'Anthony Michael Hall', 'John Kapelos', 'Perry Crawford', 'Ron Dean', 'Molly Ringwald', 'Ally Sheedy', 'Mary Christian']","Cinq lycéens aux personnalités totalement opposées se retrouvent en colle un samedi. Le professeur qui les surveille leur demande à chacun de faire une dissertation de 1 000 mots avec pour sujet : « Qui pensez‐vous être ? ». Au fur et à mesure que la journée passe, ils discutent, se déchirent et finissent par se trouver plus de points communs qu’ils ne pensaient.","['Comedy', 'Drama']",97,7.8,448062,https://image.tmdb.org/t/p/original/7fyU9OIvU1Z7dznrHa5l9qNXIkH.jpg,en,11.0951,10.606,28.128,https://www.youtube.com/watch?v=98Zr2rhdEZ8
2147,La Couleur pourpre,1985,['Steven Spielberg'],"['Danny Glover', 'Willard E. Pugh', 'Adolph Caesar', 'Whoopi Goldberg', 'Oprah Winfrey', 'Margaret Avery', 'Akosua Busia', 'Desreta Jackson', 'Rae Dawn Chong', 'Dana Ivey']","Début du XXe siècle. Au cœur de la communauté noire du sud des États-Unis, Celie et Nettie, deux sœurs, vivent avec leur beau-père. Celui-ci veut se débarrasser de Celie et l'offre à Albert, un veuf tyrannique qui l'emmène vivre chez lui…","['Drama', 'History']",154,7.7,99296,https://image.tmdb.org/t/p/original/nvO4QWbOjI3QjUGvhAgzDhlQY0Q.jpg,en,8.9854,32.198,21.353,https://www.youtube.com/watch?v=n7GFt8VMcRs
2148,Retour vers le futur,1985,['Robert Zemeckis'],"['Michael J. Fox', 'Christopher Lloyd', 'Crispin Glover', 'Tom Wilson', 'Marc McClure', 'George DiCenzo', 'Lea Thompson', 'Claudia Wells', 'Wendie Jo Sperber', 'Frances Lee McCain']","En 1985, Marty, un adolescent comme les autres, mène une existence morne et ennuyeuse. Heureusement, il est épris de la jolie Jennifer et entretient une profonde amitié avec Doc, un savant fou qui prétend avoir inventé une machine à explorer le temps. Un jour, Doc invite Marty à l'essayer…","['Adventure', 'Comedy', 'Science Fiction']",116,8.5,1344495,https://image.tmdb.org/t/p/original/cBH8qvPSt6UzW2YLSyWEowKnKwr.jpg,en,19.3975,25.563,78.402,https://www.youtube.com/watch?v=g7l6QuW2oKU
2149,Cluedo,1985,['Jonathan Lynn'],"['Tim Curry', 'Christopher Lloyd', 'Michael McKean', 'Martin Mull', 'Lee Ving', 'Bill Henderson', 'Eileen Brennan', 'Madeline Kahn', 'Lesley Ann Warren', 'Colleen Camp']","L'adaptation du célèbre jeu de société Cluedo. Six personnes sont invitées à passer une soirée dans un mystérieux manoir. Un meurtre est commis et chacun a quelque chose à se reprocher, alors qui est le coupable ?","['Comedy', 'Thriller', 'Crime', 'Mystery']",94,7.3,113239,https://image.tmdb.org/t/p/original/qRYIGYFcYZJuW9D8COSDuMp9BUb.jpg,en,17.3461,2.016,27.621,indisponible
2150,16 Bougies pour Sam,1984,['John Hughes'],"['Anthony Michael Hall', 'Justin Henry', 'Michael Schoeffling', 'Gedde Watanabe', 'Paul Dooley', 'Edward Andrews', 'Molly Ringwald', 'Haviland Morris', 'Carlin Glynn', 'Blanche Baker']","La journée d'anniversaire d'une adolescente de 16 ans amoureuse du garçon le plus populaire du lycée et aimé du garçon le moins en vue. Et, avec ses parents qui oublient son anniversaire, des grands-parents envahissants et un étudiant étranger sur les bras, tout est fait pour que cette journée soit inoubliable !","['Comedy', 'Romance']",93,7.0,129483,https://image.tmdb.org/t/p/original/mO9YeBEmJgJfY49jcvj59K56PoM.jpg,en,10.5268,10.606,16.318,indisponible
2151,Indiana Jones et le Temple maudit,1984,['Steven Spielberg'],"['Harrison Ford', 'Ke Huy Quan', 'Amrish Puri', 'Roshan Seth', 'Philip Stone', 'Roy Chiao', 'David Yip', 'Ric Young', 'Chua Kah Joo', 'Kate Capshaw']","L'archéologue Indiana Jones est obligé de fuir un cabaret de Shanghai après une négociation houleuse. En compagnie de la chanteuse Willie Scott et du petit Demi-Lune, il se retrouve sur un glacier himalayen, dans un village dont une secte a dérobé le diamant magique et enlevé les enfants afin de les sacrifier.","['Adventure', 'Action']",118,7.5,543874,https://image.tmdb.org/t/p/original/oiUd1KUXWZeDPGMr8TrtZcXzpQU.jpg,en,13.634,32.198,44.693,https://www.youtube.com/watch?v=Yg6HP1hQpIQ
2152,Dune,1984,['David Lynch'],"['Kyle MacLachlan', 'Leonardo Cimino', 'Brad Dourif', 'José Ferrer', 'Freddie Jones', 'Richard Jordan', 'Virginia Madsen', 'Francesca Annis', 'Linda Hunt', 'Silvana Mangano']","En l'an 10191, la substance la plus importante est l'Épice. Elle ne se trouve que sur une seule planète, Arakis, connue aussi sous le nom de Dune. La famille Atréide vient à gouverner cette planète mais son ennemi, la dynastie des Harkonnen lui tend un piège dès son arrivée. Paul, le fils du Duc Leto Atréide se réfugie alors dans le désert avec sa mère et y rencontre les Fremens, peuple caché dans le désert attendant l'arrivée d'un Messie...","['Action', 'Science Fiction', 'Adventure']",137,6.3,183788,https://image.tmdb.org/t/p/original/nCFApKqbqRDdGc3YylVf3VsTHcg.jpg,en,11.7671,13.684,97.108,https://www.youtube.com/watch?v=D9TGI0JxOp0
2153,Footloose,1984,['Herbert Ross'],"['Kevin Bacon', 'John Lithgow', 'Chris Penn', 'John Laughlin', 'Jim Youngs', 'Lori Singer', 'Dianne Wiest', 'Sarah Jessica Parker', 'Elizabeth Gorcey', 'Frances Lee McCain']","Ren et sa mère Ethel quittent Chicago pour Beaumont, une petite ville du Middle West. Passionné de rock et danseur effréné, Ren heurte les conceptions morales de la communauté et de son pasteur, maître à penser du lieu. Révoltés par cet univers sclérosant, les jeunes de la ville se rallient à Ren...","['Drama', 'Romance']",107,6.6,96024,https://image.tmdb.org/t/p/original/mUMfMyCmfF1EDRi2M8WNs2k3ore.jpg,en,16.1969,1.601,19.778,https://www.youtube.com/watch?v=ltrMfT4Qz5Y
2154,Police Academy,1984,['Hugh Wilson'],"['Steve Guttenberg', 'G.W. Bailey', 'Bubba Smith', 'Donovan Scott', 'George Gaynes', 'Andrew Rubin', 'David Graf', 'Michael Winslow', 'Kim Cattrall', 'Leslie Easterbrook']",Une école de police ouverte à tous candidats sans qualifications particulières accueille bientôt le turbulent Carey Mahoney. Un individu qui fera tout pour s’en faire renvoyer avec l’aide de ses camarades tout aussi farfelus.,"['Comedy', 'Crime']",96,6.7,141104,https://image.tmdb.org/t/p/original/5E4IC0RGjD1w4IQ41QP7T4jcYeG.jpg,en,8.848099999999999,1.416,34.164,https://www.youtube.com/watch?v=4y9z3ciOc3U
2155,1984,1984,['Michael Radford'],"['John Hurt', 'Richard Burton', 'Cyril Cusack', 'Gregor Fisher', 'James Walker', 'Andrew Wilde', 'David Trevena', 'David Cann', 'Anthony Benson', 'Suzanna Hamilton']","Manipulant et contrôlant les moindres détails de la vie de ses sujets, Big Brother est le chef spirituel d'Oceania, l'un des trois États dont la capitale est Londres. Le bureaucrate Winston Smith travaille dans l'un des départements. Mais un jour il tombe amoureux de Julia, ce qui est un crime. Tous les deux vont tenter de s'échapper, mais dans ce monde cauchemardesque divisé en trois, tout être qui se révolte est brisé.","['Drama', 'Science Fiction', 'Romance']",113,7.1,82033,https://image.tmdb.org/t/p/original/oFySXJC2bVX0DVRID0QULSfTttH.jpg,en,5.6791,1.534,22.838,https://www.youtube.com/watch?v=s9N2Nt-SBsM
2156,S.O.S. Fantômes,1984,['Ivan Reitman'],"['Bill Murray', 'Dan Aykroyd', 'Harold Ramis', 'Rick Moranis', 'William Atherton', 'Ernie Hudson', 'David Margulies', 'Steven Tash', 'Sigourney Weaver', 'Annie Potts']","La soudaine recrudescence de phénomènes paranormaux inquiète les habitants de New York. Des revenants sèment la pagaille dans les rues de la ville ! Peter, Raymond et Egon, trois jeunes chercheurs en parapsychologie, décident de monter leur propre entreprise : SOS Fantômes. Les ectoplasmes n'ont qu'à bien se tenir car nos trois joyeux lurons se feront un plaisir de les capturer à l'aide de leur équipement électronique dernier cri.","['Comedy', 'Fantasy']",105,7.8,463157,https://image.tmdb.org/t/p/original/7tUH0rvI9Bdnjn6U3jgRjeH42kJ.jpg,en,14.4272,4.224,42.158,https://www.youtube.com/watch?v=EzGrXSCpQNY
2157,Gremlins,1984,['Joe Dante'],"['Zach Galligan', 'Hoyt Axton', 'John Louie', 'Keye Luke', 'Don Steele', 'Scott Brady', 'Arnie Moore', 'Corey Feldman', 'Phoebe Cates', 'Susan Burgess']","Rand Peltzer offre à son fils Billy un étrange animal : un mogwai. Son ancien propriétaire l'a bien mis en garde : il ne faut pas l'exposer à la lumière , lui éviter tout contact avec l'eau , et surtout, surtout, ne jamais le nourrir après minuit... Sinon...","['Fantasy', 'Horror', 'Comedy']",106,7.3,254746,https://image.tmdb.org/t/p/original/2j9w1uIoMSEMrfFw1yXtiD1iAuE.jpg,en,11.1542,7.297,42.442,https://www.youtube.com/watch?v=nkJxDZqR9z0
2158,"Paris, Texas",1984,['Wim Wenders'],"['Harry Dean Stanton', 'Dean Stockwell', 'Sam Berry', 'Bernhard Wicki', 'Claresie Mobley', 'Hunter Carson', 'Nastassja Kinski', 'Aurore Clément', 'Viva', 'Socorro Valdez']","Un homme réapparaît subitement après quatre années d'errance, période sur laquelle il ne donne aucune explication à son frère venu le retrouver. Accompagné de son fils, il part au Texas à la recherche de Jane, la mère de l'enfant. Une quête vers l'inconnu, une découverte mutuelle réunit ces deux êtres au passé tourmenté.",['Drama'],145,8.1,126186,https://image.tmdb.org/t/p/original/u7fVugekkAeFLiEBuUOLrpI7MyO.jpg,en,6.8127,7.649,25.038,indisponible
2159,Karaté Kid,1984,['John G. Avildsen'],"['Ralph Macchio', 'Pat Morita', 'Martin Kove', 'William Zabka', 'Ron Thomas', 'Rob Garrison', 'Chad McQueen', ""Tony O'Dell"", 'Elisabeth Shue', 'Randee Heller']","Daniel quitte le New Jersey pour s’installer avec sa mère en Californie. À l’école, ses nouveaux camarades de classe l’isolent et le persécutent. Comment faire face ? En se laissant aller à son tour à la violence ? À la haine ? Et ce vieux Japonais plein de sagesse, fera‐t‐il de lui un champion de karaté ? Transformera‐t‐il sa vision de la vie ?","['Action', 'Drama', 'Family']",126,7.3,252319,https://image.tmdb.org/t/p/original/sEW4T43qyGIvFXwX8b1QbCVOHbS.jpg,en,14.3364,3.179,57.382,https://www.youtube.com/watch?v=hrGySSXgqtM
2160,À la poursuite du diamant vert,1984,['Robert Zemeckis'],"['Michael Douglas', 'Danny DeVito', 'Zack Norman', 'Alfonso Arau', 'Manuel Ojeda', 'Joe Nesnow', 'Kathleen Turner', 'Holland Taylor', 'Mary Ellen Trainor', 'Eve Smith']","L'aventure d'une jeune romancière et d'un baroudeur au cœur de la forêt colombienne. Serpents, alligators, tornades et cataclysmes ne les épargneront pas alors qu'ils cherchent un diamant et l'endroit où la sœur de l'écrivain est séquestrée.","['Romance', 'Comedy', 'Action', 'Adventure']",106,6.9,105920,https://image.tmdb.org/t/p/original/bozokExLk5wq772JJfA4fE6tOJ0.jpg,en,8.2149,25.563,19.788,indisponible
2161,L'Histoire sans fin,1984,['Wolfgang Petersen'],"['Noah Hathaway', 'Barret Oliver', 'Gerald McRaney', 'Chris Eastman', 'Darryl Cooksey', 'Nicholas Gilbert', 'Thomas Hill', 'Deep Roy', 'Tilo Prückner', 'Tami Stronach']","Bastien, dix ans, est un passionné de romans d'aventures. Un jour, il dérobe un ouvrage merveilleux peuplé d'extraordinaires créatures. Il s'enfonce fébrilement dans l'univers fantastique de ce livre qui le fascine.","['Adventure', 'Fantasy', 'Family', 'Drama']",102,7.3,161111,https://image.tmdb.org/t/p/original/tMK8r3Po8R6GN427Da2zoWbw8Ne.jpg,en,3.4409,3.737,31.553,indisponible
2162,Spinal Tap,1984,['Rob Reiner'],"['Rob Reiner', 'Michael McKean', 'Christopher Guest', 'Chazz Dominguez', 'R.J. Parnell', 'David Kaff', 'Tony Hendra', 'Harry Shearer', 'Kimberly Stringer', 'Shari Hall']","Le groupe de hard-rock britannique Spinal Tap fait fureur. Les trois jeunes musiciens fougueux de cette bruyante formation rendent les filles folles et font salle comble à chaque concert. Le reporter Marty DiBergi, qui les a découverts et lancés, prend sa caméra et décide de filmer leur tournée. Une tournée pas comme les autres...","['Music', 'Comedy']",82,7.9,149552,https://image.tmdb.org/t/p/original/8eT1zMx4dnqUaX68yw3bCcRKw8Y.jpg,en,5.0357,17.067,13.711,https://www.youtube.com/watch?v=FmPdVcugHWY
2163,Splash,1984,['Ron Howard'],"['Tom Hanks', 'Eugene Levy', 'John Candy', 'Shecky Greene', 'Richard B. Shull', 'Bobby Di Cicco', 'Howard Morris', 'Tony DiBenedetto', 'Daryl Hannah', 'Dody Goodman']","Allen Bauer, un accro au travail, est convaincu qu’il ne peut pas tomber amoureux, jusqu’à ce qu’il soit sauvé par la sirène de ses rêves. Allen et Madison vont être pris dans une romance drôle et émouvante.","['Comedy', 'Romance', 'Fantasy']",111,6.3,85002,https://image.tmdb.org/t/p/original/oRyUTkxfsufW39sFnDVkiFJoFcW.jpg,en,15.2169,15.759,29.731,indisponible
2164,Star Trek III : À la recherche de Spock,1984,['Leonard Nimoy'],"['William Shatner', 'Leonard Nimoy', 'Leonard Nimoy', 'DeForest Kelley', 'James Doohan', 'Walter Koenig', 'George Takei', 'Merritt Butrick', 'Phil Morris', 'Nichelle Nichols', 'Robin Curtis']","Le capitaine Kirk et son équipage volent l'USS Enterprise pour tenter de récupérer le corps de Spock, qui s'est sacrifié lors du combat contre Khan.","['Science Fiction', 'Action', 'Adventure', 'Thriller']",105,6.6,87562,https://image.tmdb.org/t/p/original/a4U4it6vaTSqUDaQMXzujTIvu01.jpg,en,11.227,17.573,12.817,indisponible
2165,Top Secret !,1984,"['Jim Abrahams', 'David Zucker', 'Jerry Zucker']","['Val Kilmer', 'Omar Sharif', 'Jeremy Kemp', 'Warren Clarke', 'Tristram Jellinek', 'Billy J. Mitchell', 'Major Wiley', 'Gertan Klauber', 'Richard Mayes', 'Vyvyan Lorrayne']","Nick Rivers, une star américaine du rock and roll, participe à Berlin-Est à un festival culturel international. Ce rassemblement est en fait l’instrument d’un complot fomenté par un groupe de néo-nazis nostalgiques. Nick participe, à sa façon, à la résistance qui s’organise.",['Comedy'],90,7.2,74966,https://image.tmdb.org/t/p/original/lWkrc7Nckxd3Ny33LlRUifgKAt.jpg,en,6.338299999999999,7.728999999999999,20.119,https://www.youtube.com/watch?v=ENtiiXG3pL0
2166,Sang pour sang,1984,['Joel Coen'],"['John Getz', 'Dan Hedaya', 'M. Emmet Walsh', 'Samm-Art Williams', 'Van Brooks', 'Señor Marco', 'William Creamer', 'Frances McDormand', 'Deborah Neumann', 'Raquel Gavia']","Visser, un détective privé que les scrupules n'étouffent pas, est chargé de surveiller la jeune et jolie Abby pour le compte de son mari, Julian Marty, un patron de bar malchanceux. Très rapidement, Visser lui apporte des preuves qu'Abby a depuis quelque temps une liaison avec Ray, un employé de Julian...","['Crime', 'Drama', 'Thriller']",99,7.5,107827,https://image.tmdb.org/t/p/original/k0QC5dyEVZPiAqJITu4lK8im7Lo.jpg,en,7.1731,15.581,12.845,https://www.youtube.com/watch?v=t8_gGB7Lo_8
2167,Terminator,1984,['James Cameron'],"['Arnold Schwarzenegger', 'Michael Biehn', 'Paul Winfield', 'Lance Henriksen', 'Rick Rossovich', 'Earl Boen', 'Dick Miller', 'Linda Hamilton', 'Bess Motta', 'Shawn Schepps']","À Los Angeles en 1984, un Terminator, cyborg surgi du futur, a pour mission d'exécuter Sarah Connor, une jeune femme dont l'enfant à naître doit sauver l'humanité. Kyle Reese, un résistant humain, débarque lui aussi pour combattre le robot, et aider la jeune femme…","['Action', 'Thriller', 'Science Fiction']",107,8.1,946427,https://image.tmdb.org/t/p/original/oShNrYScpLBi4pyOjytPy9BerRr.jpg,en,14.8242,35.2,81.036,https://www.youtube.com/watch?v=PjCLXtpdkfc
2168,Cujo,1983,['Lewis Teague'],"['Daniel Hugh Kelly', 'Danny Pintauro', 'Christopher Stone', 'Ed Lauter', 'Billy Jayne', 'Mills Watson', 'Sandy Ward', 'Jerry Hardin', 'Dee Wallace', 'Kaiulani Lee']",Triste jour pour Donna et son fils Tad. Leur voiture est tombée en panne au beau milieu d'une cour déserte. Les secours arrivent sous la forme d'un Saint-Bernard enragé qui les assaille inlassablement. Un film sur l'angoisse qui n'est pas sans rappeler «les Oiseaux» d'Hitchock.,"['Horror', 'Thriller']",93,6.1,52390,https://image.tmdb.org/t/p/original/snVOH9iz1hpippuFeDS2tsDHYDt.jpg,en,6.5652,1.829,17.755,https://www.youtube.com/watch?v=IK3HldviI4w
2169,Christmas Story,1983,['Bob Clark'],"['Peter Billingsley', 'Darren McGavin', 'Scott Schwartz', 'Jean Shepherd', 'Ian Petrella', 'RD Robb', 'Zack Ward', 'Yano Anaya', 'Melinda Dillon', 'Tedde Moore']","Ralphie a un unique souhait pour Noël, celui de se faire offrir la fameuse carabine à double action de Red Ryder. Se heurtant à l'opposition de ses parents, il décide de s'adresser directement au Père Noël.","['Comedy', 'Family']",93,7.9,170229,https://image.tmdb.org/t/p/original/jmYC29MkCkmXRT20qe3Fei5MIpN.jpg,en,6.346500000000001,3.71,25.879,indisponible
2170,Christine,1983,['John Carpenter'],"['Keith Gordon', 'John Stockwell', 'Robert Prosky', 'Harry Dean Stanton', 'Roberts Blossom', 'William Ostrander', 'David Spielberg', 'Malcolm Danare', 'Alexandra Paul', 'Christine Belford']","La première fois qu'Arnie vit Christine, il tomba en extase devant cette beauté aux formes éblouissantes. C'était dit, ils allaient lier leurs destins pour le meilleur et pour le pire. Mais Christine, la belle Plymouth, modèle 57, n'aime pas trop les rivales. Gare à celles qui voudront approcher Arnie !",['Horror'],110,6.8,95700,https://image.tmdb.org/t/p/original/hsAlSfDFmxNlNa88CeRzlwYeCrA.jpg,en,7.529000000000001,15.291,19.0,https://www.youtube.com/watch?v=6TY85GNob7o
2171,Outsiders,1983,['Francis Ford Coppola'],"['C. Thomas Howell', 'Matt Dillon', 'Ralph Macchio', 'Patrick Swayze', 'Rob Lowe', 'Emilio Estevez', 'Tom Cruise', 'Glenn Withrow', 'Leif Garrett', 'Diane Lane']","En 1966, dans la petite ville de Tulsa en Oklahoma. Ponyboy, Sodapop et Darrel appartiennent à la bande des Greasers, des jeunes délinquants issus des quartiers défavorisés. Leurs rivaux sont les Socs, des fils de bourgeois. Suite à une bagarre violente, Ponyboy et Johnny tentent d'échapper à la police.","['Crime', 'Drama']",91,7.0,101489,https://image.tmdb.org/t/p/original/lR2mvwGITF1CzIRHLk3QVEMzEsG.jpg,en,24.6773,14.527,37.028,https://www.youtube.com/watch?v=sZD3w74QA7E
2172,Octopussy,1983,['John Glen'],"['Roger Moore', 'Louis Jourdan', 'Kabir Bedi', 'Steven Berkoff', 'David Meyer', 'Tony Meyer', 'Desmond Llewelyn', 'Robert Brown', 'Maud Adams', 'Kristina Wayborn']","Chargé d’enquêter sur la mort très suspecte de l'agent 009 (pourquoi avait-il donc cet inestimable œuf Fabergé dans la main ?...), James Bond assiste à la mise aux enchères de l’œuf. Le richissime Kamal Khan en fait l'acquisition. Ce prince Indien exilé semble nourrir de secrètes accointances avec le général renégat Orlov. Mais quel lien y a-t-il entre l’œuf, les complots du tandem russo-indien et la désirable, bien que mystérieuse, Octopussy ? Et si c'était le déclenchement de la Troisième Guerre Mondiale ?!","['Adventure', 'Action', 'Thriller']",131,6.5,115144,https://image.tmdb.org/t/p/original/wknYYbej13De3RXoq4iUgjwTZJv.jpg,en,9.5754,3.364,24.211,https://www.youtube.com/watch?v=HeM3aWSztv8
2173,Scarface,1983,['Brian De Palma'],"['Al Pacino', 'Steven Bauer', 'Robert Loggia', 'F. Murray Abraham', 'Paul Shenar', 'Harris Yulin', 'Ángel Salazar', 'Michelle Pfeiffer', 'Mary Elizabeth Mastrantonio', 'Miriam Colon']","En 1980, le gouvernement cubain expulse plusieurs centaines de prisonniers dangereux vers la Floride. Parmi eux, Tony Montana : ambitieux et sans scrupules, il élabore un plan pour prendre la place d'un caïd de la drogue.","['Action', 'Crime', 'Drama']",170,8.3,941414,https://image.tmdb.org/t/p/original/qSzHDFwsAlon88bRtpJKwRgcK7K.jpg,en,15.4812,7.702,74.539,https://www.youtube.com/watch?v=3VNLz5pHq74
2174,Vidéodrome,1983,['David Cronenberg'],"['James Woods', 'Peter Dvorsky', 'Leslie Carlson', 'Jack Creley', 'Reiner Schwarz', 'David Bolt', 'Debbie Harry', 'Sonja Smits', 'Lynne Gorman', 'Julie Khaner']","Lorsqu'il acquiert un autre type d'émission pour sa station, un sordide programmateur de télévision par câble commence à voir sa vie et l'avenir des médias déraper dans une nouvelle réalité terrifiante.","['Horror', 'Science Fiction', 'Mystery']",87,7.2,106319,https://image.tmdb.org/t/p/original/zpU7QyFhdW5mPNZ0KXHpt7A5eAi.jpg,en,4.6745,16.566,14.123,https://www.youtube.com/watch?v=l16-5bL9tyk
2175,Le Retour du Jedi,1983,['Richard Marquand'],"['Mark Hamill', 'Harrison Ford', 'Billy Dee Williams', 'Anthony Daniels', 'Peter Mayhew', 'Sebastian Shaw', 'Ian McDiarmid', 'Frank Oz', 'James Earl Jones', 'Carrie Fisher']","L'Empire galactique est plus puissant que jamais : la construction de la nouvelle arme, l’Étoile de la Mort, menace l'univers tout entier... Arrêté après la trahison de Lando Calrissian, Han Solo est remis à l'ignoble contrebandier Jabba Le Hutt par le chasseur de primes Boba Fett. Après l'échec d'une première tentative d'évasion menée par la princesse Leia, également arrêtée par Jabba, Luke Skywalker et Lando parviennent à libérer leurs amis. Han, Leia, Chewbacca, C-3PO et Luke, devenu un Jedi, s'envolent dès lors pour une mission d'extrême importance sur la lune forestière d'Endor, afin de détruire le générateur du bouclier de l’Étoile de la Mort et permettre une attaque des pilotes de l'Alliance rebelle. Conscient d'être un danger pour ses compagnons, Luke préfère se rendre aux mains de Dark Vador, son père et ancien Jedi passé du côté obscur de la Force.","['Adventure', 'Action', 'Science Fiction']",131,8.3,1144203,https://image.tmdb.org/t/p/original/tEQlCGiiWvMvfD7Sz8d99Pouy39.jpg,en,18.2344,1.14,36.197,https://www.youtube.com/watch?v=VUgIH6fyDvs
2176,Jamais plus jamais,1983,['Irvin Kershner'],"['Sean Connery', 'Klaus Maria Brandauer', 'Max von Sydow', 'Bernie Casey', 'Alec McCowen', 'Edward Fox', 'Rowan Atkinson', 'Kim Basinger', 'Barbara Carrera', 'Pamela Salem']","M, le chef des services secrets britanniques, n'aime pas les méthodes expéditives de James Bond, au contraire de son prédécesseur. De plus, il le trouve en petite forme, à l'issue des tests qu'il lui a fait subir. C'est ainsi que Bond a été ""poignardé"" par la fille d'un milliardaire qu'il venait de tirer des griffes de révolutionnaires qui l'avaient enlevée. Le résultat de cette simulation conduit M à envoyer Bond dans la clinique de Shrublands, non loin de Londres, pour s'y refaire une santé et éliminer ses toxines. Là, entre deux jus de céleri et une tisane au persil, il surprend, une nuit, une lutte entre Jack Petachi, un officier américain, et son infirmière, la troublante Fatima Blush. La jeune femme, membre du Spectre, a pour mission de surveiller Petachi dont l'œil droit a été opéré, de manière à en faire la réplique exacte de celui du Président. Élément clé d'une opération baptisée ""Les larmes d'Allah"".","['Adventure', 'Action', 'Thriller']",134,6.1,74355,https://image.tmdb.org/t/p/original/j8fcChPA88YlLdXMryDQwNPngPI.jpg,en,12.895599999999998,1.949,19.13,indisponible
2177,Flashdance,1983,['Adrian Lyne'],"['Michael Nouri', 'Kyle T. Heffner', 'Lee Ving', 'Ron Karabatsos', 'Malcolm Danare', 'Philip Bruns', 'Jennifer Beals', 'Lilia Skala', 'Sunny Johnson', 'Belinda Bauer']","Énorme succès au box-office, Flashdance est l’irrésistible histoire d’Alex Owens, jeune beauté de 18 ans, pleine de résolution, soudeuse la journée et danseuse dans un cabaret le soir. Une bande son qui a marqué les années 80, avec les fameux airs « Flashdance » chanté par Irène Cara et « Maniac » chanté par Michael Sembello. Suivons Alex qui se bat pour son indépendance, pour trouver l’amour et réaliser son rêve : danser au Conservatoire de Pittsburg. Un véritable film culte !","['Drama', 'Romance']",95,6.2,60857,https://image.tmdb.org/t/p/original/5R9wQhbNsl42Ceaj4XXSI4JKJUe.jpg,en,4.9948,4.792,21.242,https://www.youtube.com/watch?v=YdXqyECQzck
2178,WarGames,1983,['John Badham'],"['Matthew Broderick', 'John Wood', 'Dabney Coleman', 'Barry Corbin', 'Kent Williams', 'Dennis Lipscomb', 'Joe Dorsey', 'Irving Metzman', 'Ally Sheedy', 'Juanin Clay']","En pleine guerre froide, un adolescent pirate sans le savoir le système informatique militaire américain géré par une intelligence artificielle qui se prend dangereusement au jeu d'une guerre thermonucléaire globale contre le bloc de l'Est...","['Thriller', 'Science Fiction', 'Drama']",114,7.1,113928,https://image.tmdb.org/t/p/original/9lR8GWwuYJa756KsUGEXCElcKBS.jpg,en,8.828999999999999,2.942,25.16,https://www.youtube.com/watch?v=tAcEzhQ7oqA
2179,Dead Zone,1983,['David Cronenberg'],"['Christopher Walken', 'Tom Skerritt', 'Herbert Lom', 'Anthony Zerbe', 'Martin Sheen', 'Nicholas Campbell', 'Sean Sullivan', 'Brooke Adams', 'Colleen Dewhurst', 'Jackie Burroughs']","Un professeur de lycée subit avec sa future femme un accident de voiture qui va bouleverser sa vie. Lorsqu'il se réveille d'un coma de cinq ans, il découvre qu'il peut prédire le sort d'une personne par un simple contact physique. Ce pouvoir peut être un don, mais aussi une malédiction, comme Walken va le découvrir en serrant la main d'un politicien avide de pouvoir.","['Thriller', 'Horror', 'Science Fiction']",103,7.2,79549,https://image.tmdb.org/t/p/original/gnChDzoOJjOqwgIzWSwTiDUdpu1.jpg,en,11.685,16.566,15.271,indisponible
